qasrl_id,tokens,sentence
Wiki1k:wikipedia:30153241:59:1,"Chán-teachings started to be mixed with Pure Land teachings , as in the teachings of Zhongfeng Mingben -LRB- 1263 -- 1323 -RRB- .","Chán-teachings started to be mixed with Pure Land teachings, as in the teachings of Zhongfeng Mingben (1263--1323)."
Wiki1k:wikipedia:308:98:1,"He contributed to almost every field of human knowledge then in existence , and he was the founder of many new fields .","He contributed to almost every field of human knowledge then in existence, and he was the founder of many new fields."
Wiki1k:wikipedia:308:98:2,"According to the philosopher Bryan Magee , `` it is doubtful whether any human being has ever known as much as he did '' .","According to the philosopher Bryan Magee, """"it is doubtful whether any human being has ever known as much as he did""""."
Wiki1k:wikipedia:30906:2:1,"An ideal transformer is a theoretical , linear transformer that is lossless and perfectly coupled ; that is , there are no energy losses and flux is completely confined within the magnetic core .","An ideal transformer is a theoretical, linear transformer that is lossless and perfectly coupled; that is, there are no energy losses and flux is completely confined within the magnetic core."
Wiki1k:wikipedia:30906:2:2,Perfect coupling implies infinitely high core magnetic permeability and winding inductances and zero net magnetomotive force .,Perfect coupling implies infinitely high core magnetic permeability and winding inductances and zero net magnetomotive force.
Wiki1k:wikipedia:30906:50:1,"The heating can be controlled very well , and it is energy efficient .","The heating can be controlled very well, and it is energy efficient."
Wiki1k:wikipedia:30906:50:4,The LFH drying method is also used for service of older transformers .,The LFH drying method is also used for service of older transformers.
Wiki1k:wikipedia:31880:3:0,The Big Bang theory is the prevailing cosmological description of the development of the Universe .,The Big Bang theory is the prevailing cosmological description of the development of the Universe.
Wiki1k:wikipedia:31880:3:1,"Under this theory , space and time emerged together 7001137990000000000 ♠ 13.799 ± 0.021 billion years ago with a fixed amount of energy and matter that has become less dense as the Universe has expanded .","Under this theory, space and time emerged together 7001137990000000000 ♠ 13.799 ± 0.021 billion years ago with a fixed amount of energy and matter that has become less dense as the Universe has expanded."
Wiki1k:wikipedia:31880:3:2,"After the initial expansion , the Universe cooled , allowing the first subatomic particles to form and then simple atoms .","After the initial expansion, the Universe cooled, allowing the first subatomic particles to form and then simple atoms."
Wiki1k:wikipedia:31880:45:0,General relativity is the geometric theory of gravitation published by Albert Einstein in 1915 and the current description of gravitation in modern physics .,General relativity is the geometric theory of gravitation published by Albert Einstein in 1915 and the current description of gravitation in modern physics.
Wiki1k:wikipedia:31880:45:2,"General relativity generalizes special relativity and Newton 's law of universal gravitation , providing a unified description of gravity as a geometric property of space and time , or spacetime .","General relativity generalizes special relativity and Newton""s law of universal gravitation, providing a unified description of gravity as a geometric property of space and time, or spacetime."
Wiki1k:wikipedia:31880:45:4,"The relation is specified by the Einstein field equations , a system of partial differential equations .","The relation is specified by the Einstein field equations, a system of partial differential equations."
Wiki1k:wikipedia:31880:45:7,"Combined with measurements of the amount , type , and distribution of matter in the Universe , the equations of general relativity describe the evolution of the Universe over time .","Combined with measurements of the amount, type, and distribution of matter in the Universe, the equations of general relativity describe the evolution of the Universe over time."
Wiki1k:wikipedia:31880:50:1,"If the Universe were sufficiently dense , k would equal +1 , meaning that its average curvature throughout is positive and the Universe will eventually recollapse in a Big Crunch , possibly starting a new Universe in a Big Bounce .","If the Universe were sufficiently dense, k would equal +1, meaning that its average curvature throughout is positive and the Universe will eventually recollapse in a Big Crunch, possibly starting a new Universe in a Big Bounce."
Wiki1k:wikipedia:31880:50:3,"Modern data suggests that the rate of expansion of the Universe is not decreasing , as originally expected , but increasing ; if this continues indefinitely , the Universe may eventually reach a Big Rip .","Modern data suggests that the rate of expansion of the Universe is not decreasing, as originally expected, but increasing; if this continues indefinitely, the Universe may eventually reach a Big Rip."
Wiki1k:wikipedia:31880:50:4,"Observationally , the Universe appears to be flat -LRB- k = 0 -RRB- , with an overall density that is very close to the critical value between recollapse and eternal expansion .","Observationally, the Universe appears to be flat (k = 0), with an overall density that is very close to the critical value between recollapse and eternal expansion."
Wiki1k:wikipedia:31899:21:0,Groups such as Amnesty International and War Resisters International have advocated for `` The Right to Refuse to Kill '' to be added to the Universal Declaration .,"Groups such as Amnesty International and War Resisters International have advocated for """"The Right to Refuse to Kill"""" to be added to the Universal Declaration."
Wiki1k:wikipedia:31899:3:0,"When the atrocities committed by Nazi Germany became apparent after the war , the consensus within the world community was that the United Nations Charter did not sufficiently define the rights to which it referred .","When the atrocities committed by Nazi Germany became apparent after the war, the consensus within the world community was that the United Nations Charter did not sufficiently define the rights to which it referred."
Wiki1k:wikipedia:31899:3:1,A universal declaration that specified the rights of individuals was necessary to give effect to the Charter 's provisions on human rights .,"A universal declaration that specified the rights of individuals was necessary to give effect to the Charter""s provisions on human rights."
Wiki1k:wikipedia:32375:25:1,"On 4 April 1778 Voltaire accompanied his close friend Benjamin Franklin into La Loge des Neuf Sœurs or Les Neuf Sœurs in Paris , France and became an Entered Apprentice Freemason .","On 4 April 1778 Voltaire accompanied his close friend Benjamin Franklin into La Loge des Neuf Sœurs or Les Neuf Sœurs in Paris, France and became an Entered Apprentice Freemason."
Wiki1k:wikipedia:32375:25:2,"`` Benjamin Franklin ... urged Voltaire to become a freemason ; and Voltaire agreed , perhaps only to please Franklin . ''","""""Benjamin Franklin...urged Voltaire to become a freemason; and Voltaire agreed, perhaps only to please Franklin."""""
Wiki1k:wikipedia:32375:9:0,"At Brussels , Voltaire and Rousseau met up for a few days , before Voltaire and his mistress continued northwards .","At Brussels, Voltaire and Rousseau met up for a few days, before Voltaire and his mistress continued northwards."
Wiki1k:wikipedia:32375:9:3,"On his return to France , he secured a second publisher in Rouen , who agreed to publish La Henriade clandestinely .","On his return to France, he secured a second publisher in Rouen, who agreed to publish La Henriade clandestinely."
Wiki1k:wikipedia:32375:9:6,"Heavily reworked , it opened at the Comédie-Française in April 1725 to a much-improved reception .","Heavily reworked, it opened at the Comédie-Française in April 1725 to a much-improved reception."
Wiki1k:wikipedia:32375:9:7,It was among the entertainments provided at the wedding of Louis XV and Marie Leszczyńska in September 1725 .,It was among the entertainments provided at the wedding of Louis XV and Marie Leszczyńska in September 1725.
Wiki1k:wikipedia:3267529:26:0,"Basic practices include sila -LRB- ethics -RRB- , samadhi -LRB- meditation , dhyana -RRB- and prajna -LRB- wisdom -RRB- , as described in the Noble Eightfold Path .","Basic practices include sila (ethics), samadhi (meditation, dhyana) and prajna (wisdom), as described in the Noble Eightfold Path."
Wiki1k:wikipedia:3267529:26:3,The value of textual study is regarded differently in the various Buddhist traditions .,The value of textual study is regarded differently in the various Buddhist traditions.
Wiki1k:wikipedia:3267529:30:0,"This Eightfold Path is the fourth of the Buddha 's Four Noble Truths , and asserts the path to the cessation of dukkha -LRB- suffering , pain , unsatisfactoriness -RRB- .","This Eightfold Path is the fourth of the Buddha""s Four Noble Truths, and asserts the path to the cessation of dukkha (suffering, pain, unsatisfactoriness)."
Wiki1k:wikipedia:3267529:7:1,"It can be translated as `` incapable of satisfying , '' `` the unsatisfactory nature and the general insecurity of all conditioned phenomena '' ; `` painful . ''","It can be translated as """"incapable of satisfying,"""" """"the unsatisfactory nature and the general insecurity of all conditioned phenomena""""; """"painful."""""
Wiki1k:wikipedia:3267529:7:2,"Dukkha is most commonly translated as `` suffering , '' which is an incorrect translation , since it refers not to literal suffering , but to the ultimately unsatisfactory nature of temporary states and things , including pleasant but temporary experiences .","Dukkha is most commonly translated as """"suffering,"""" which is an incorrect translation, since it refers not to literal suffering, but to the ultimately unsatisfactory nature of temporary states and things, including pleasant but temporary experiences."
Wiki1k:wikipedia:32897:22:0,"Most playwrights of the period typically collaborated with others at some point , and critics agree that Shakespeare did the same , mostly early and late in his career .","Most playwrights of the period typically collaborated with others at some point, and critics agree that Shakespeare did the same, mostly early and late in his career."
Wiki1k:wikipedia:32897:22:1,"Some attributions , such as Titus Andronicus and the early history plays , remain controversial while The Two Noble Kinsmen and the lost Cardenio have well-attested contemporary documentation .","Some attributions, such as Titus Andronicus and the early history plays, remain controversial while The Two Noble Kinsmen and the lost Cardenio have well-attested contemporary documentation."
Wiki1k:wikipedia:32897:50:1,"Shakespeare 's mother , Mary Arden , certainly came from a pious Catholic family .","Shakespeare""s mother, Mary Arden, certainly came from a pious Catholic family."
Wiki1k:wikipedia:32897:50:4,"In 1591 , the authorities reported that John Shakespeare had missed church `` for fear of process for debt '' , a common Catholic excuse .","In 1591, the authorities reported that John Shakespeare had missed church """"for fear of process for debt"""", a common Catholic excuse."
Wiki1k:wikipedia:32897:50:6,"As several scholars have noted , whatever his private views , Shakespeare `` conformed to the official state religion '' , as Park Honan put it .","As several scholars have noted, whatever his private views, Shakespeare """"conformed to the official state religion"""", as Park Honan put it."
Wiki1k:wikipedia:32897:50:8,Other authors argue that there is a lack of evidence about Shakespeare 's religious beliefs .,"Other authors argue that there is a lack of evidence about Shakespeare""s religious beliefs."
Wiki1k:wikipedia:32897:50:9,"Scholars find evidence both for and against Shakespeare 's Catholicism , Protestantism , or lack of belief in his plays , but the truth may be impossible to prove .","Scholars find evidence both for and against Shakespeare""s Catholicism, Protestantism, or lack of belief in his plays, but the truth may be impossible to prove."
Wiki1k:wikipedia:32917:16:0,"With the loss of Powers as distributor , Disney studios signed a contract with Columbia Pictures to distribute the Mickey Mouse cartoons , which became increasingly popular , including internationally .","With the loss of Powers as distributor, Disney studios signed a contract with Columbia Pictures to distribute the Mickey Mouse cartoons, which became increasingly popular, including internationally."
Wiki1k:wikipedia:32917:16:3,Flowers and Trees was popular with audiences and won the Academy Award for best Short Subject -LRB- Cartoon -RRB- at the 1932 ceremony .,Flowers and Trees was popular with audiences and won the Academy Award for best Short Subject (Cartoon) at the 1932 ceremony.
Wiki1k:wikipedia:32917:16:4,"Disney had been nominated for another film in that category , Mickey 's Orphans , and received an Honorary Award `` for the creation of Mickey Mouse '' .","Disney had been nominated for another film in that category, Mickey""s Orphans, and received an Honorary Award """"for the creation of Mickey Mouse""""."
Wiki1k:wikipedia:32917:31:1,"For PepsiCo , who planned to tribute UNICEF , Disney developed It 's a Small World , a boat ride with audio-animatronic dolls depicting children of the world ; Great Moments with Mr. Lincoln contained an animatronic Abraham Lincoln giving excerpts from his speeches ; Carousel of Progress promoted the importance of electricity ; and Ford 's Magic Skyway portrayed the progress of mankind .","For PepsiCo, who planned to tribute UNICEF, Disney developed It""s a Small World, a boat ride with audio-animatronic dolls depicting children of the world; Great Moments with Mr. Lincoln contained an animatronic Abraham Lincoln giving excerpts from his speeches; Carousel of Progress promoted the importance of electricity; and Ford""s Magic Skyway portrayed the progress of mankind."
Wiki1k:wikipedia:32917:31:2,"Elements of all four exhibits -- principally concepts and technology -- were re-installed in Disneyland , although It 's a Small World is the ride that most closely resembles the original .","Elements of all four exhibits--principally concepts and technology--were re-installed in Disneyland, although It""s a Small World is the ride that most closely resembles the original."
Wiki1k:wikipedia:32917:47:4,"Tomlinson views their argument as flawed , as `` they simply assume that reading American comics , seeing adverts , watching pictures of the affluent ... -LSB- ` Yankee ' -RSB- lifestyle has a direct pedagogic effect '' .","Tomlinson views their argument as flawed, as """"they simply assume that reading American comics, seeing adverts, watching pictures of the affluent...["" Yankee""] lifestyle has a direct pedagogic effect""""."
Wiki1k:wikipedia:32917:6:0,"In 1917 , Elias bought stock in a Chicago jelly producer , the O-Zell Company , and moved back to the city with his family .","In 1917, Elias bought stock in a Chicago jelly producer, the O-Zell Company, and moved back to the city with his family."
Wiki1k:wikipedia:32917:6:1,"Disney enrolled at McKinley High School and became the cartoonist of the school newspaper , drawing patriotic pictures about World War I ; he also took night courses at the Chicago Academy of Fine Arts .","Disney enrolled at McKinley High School and became the cartoonist of the school newspaper, drawing patriotic pictures about World War I; he also took night courses at the Chicago Academy of Fine Arts."
Wiki1k:wikipedia:32917:6:2,"In mid-1918 , Disney attempted to join the United States Army to fight against the Germans , but he was rejected for being too young .","In mid-1918, Disney attempted to join the United States Army to fight against the Germans, but he was rejected for being too young."
Wiki1k:wikipedia:32917:6:3,"After forging the date of birth on his birth certificate , he joined the Red Cross in September 1918 as an ambulance driver .","After forging the date of birth on his birth certificate, he joined the Red Cross in September 1918 as an ambulance driver."
Wiki1k:wikipedia:32917:6:6,"Disney returned to Kansas City in October 1919 , where he worked as an apprentice artist at the Pesmen-Rubin Commercial Art Studio .","Disney returned to Kansas City in October 1919, where he worked as an apprentice artist at the Pesmen-Rubin Commercial Art Studio."
Wiki1k:wikipedia:33158:40:1,"Hence it is that you murder and devour one another , that you wage wars , and that many among you perish in civil strife .","Hence it is that you murder and devour one another, that you wage wars, and that many among you perish in civil strife."
Wiki1k:wikipedia:33158:40:2,"Let hatred , therefore , depart from among you ; let your quarrels end .","Let hatred, therefore, depart from among you; let your quarrels end."
Wiki1k:wikipedia:33158:40:3,"Enter upon the road to the Holy Sepulchre ; wrest that land from a wicked race , and subject it to yourselves .","Enter upon the road to the Holy Sepulchre; wrest that land from a wicked race, and subject it to yourselves."
Wiki1k:wikipedia:33158:52:0,"Balance of power theory : States have the goal of preventing a single state from becoming a hegemon , and war is the result of the would-be hegemon 's persistent attempts at power acquisition .","Balance of power theory: States have the goal of preventing a single state from becoming a hegemon, and war is the result of the would-be hegemon""s persistent attempts at power acquisition."
Wiki1k:wikipedia:33183:16:0,Most girls go through menarche and are then able to become pregnant and bear children .,Most girls go through menarche and are then able to become pregnant and bear children.
Wiki1k:wikipedia:33183:16:1,"This generally requires internal fertilization of her eggs with the sperm of a man through sexual intercourse , though artificial insemination or the surgical implantation of an existing embryo is also possible -LRB- see reproductive technology -RRB- .","This generally requires internal fertilization of her eggs with the sperm of a man through sexual intercourse, though artificial insemination or the surgical implantation of an existing embryo is also possible (see reproductive technology)."
Wiki1k:wikipedia:33183:44:0,The educational gender gap in Organisation for Economic Co-operation and Development -LRB- OECD -RRB- countries has been reduced over the last 30 years .,The educational gender gap in Organisation for Economic Co-operation and Development (OECD) countries has been reduced over the last 30 years.
Wiki1k:wikipedia:33183:44:1,"Younger women today are far more likely to have completed a tertiary qualification : in 19 of the 30 OECD countries , more than twice as many women aged 25 to 34 have completed tertiary education than have women aged 55 to 64 .","Younger women today are far more likely to have completed a tertiary qualification: in 19 of the 30 OECD countries, more than twice as many women aged 25 to 34 have completed tertiary education than have women aged 55 to 64."
Wiki1k:wikipedia:33183:44:3,15-year-old girls tend to show much higher expectations for their careers than boys of the same age .,15-year-old girls tend to show much higher expectations for their careers than boys of the same age.
Wiki1k:wikipedia:33183:52:0,"According to Jessica Duchen , a music writer for London 's The Independent , women musicians in classical music are '' ... too often judged for their appearances , rather than their talent '' and they face pressure '' ... to look sexy onstage and in photos . ''","According to Jessica Duchen, a music writer for London""s The Independent, women musicians in classical music are""""... too often judged for their appearances, rather than their talent"""" and they face pressure""""... to look sexy onstage and in photos."""""
Wiki1k:wikipedia:33183:52:1,"Duchen states that while '' -LSB- t -RSB- here are women musicians who refuse to play on their looks , ... the ones who do tend to be more materially successful . ''","Duchen states that while"""" [t] here are women musicians who refuse to play on their looks,...the ones who do tend to be more materially successful."""""
Wiki1k:wikipedia:37966:16:1,"The Tsho Rolpa glacier lake in the Rowaling Valley , in the Dolakha District of Nepal , is rated as the most dangerous .","The Tsho Rolpa glacier lake in the Rowaling Valley, in the Dolakha District of Nepal, is rated as the most dangerous."
Wiki1k:wikipedia:37966:21:1,Plants from the forests have been used for millennia to treat conditions ranging from simple coughs to snake bites .,Plants from the forests have been used for millennia to treat conditions ranging from simple coughs to snake bites.
Wiki1k:wikipedia:37966:21:3,"For example , a bark extract from an abies pindrow tree is used to treat coughs and bronchitis .","For example, a bark extract from an abies pindrow tree is used to treat coughs and bronchitis."
Wiki1k:wikipedia:37966:21:4,Leaf and stem paste from an arachne cordifolia is used for wounds and as an antidote for snake bites .,Leaf and stem paste from an arachne cordifolia is used for wounds and as an antidote for snake bites.
Wiki1k:wikipedia:37966:7:2,"Since both plates were composed of low density continental crust , they were thrust faulted and folded into mountain ranges rather than subducting into the mantle along an oceanic trench .","Since both plates were composed of low density continental crust, they were thrust faulted and folded into mountain ranges rather than subducting into the mantle along an oceanic trench."
Wiki1k:wikipedia:3997:42:0,Hemophilia is a genetic illness that causes dysfunction in one of the blood 's clotting mechanisms .,"Hemophilia is a genetic illness that causes dysfunction in one of the blood""s clotting mechanisms."
Wiki1k:wikipedia:3997:42:1,"This can allow otherwise inconsequential wounds to be life-threatening , but more commonly results in hemarthrosis , or bleeding into joint spaces , which can be crippling .","This can allow otherwise inconsequential wounds to be life-threatening, but more commonly results in hemarthrosis, or bleeding into joint spaces, which can be crippling."
Wiki1k:wikipedia:3997:7:0,"4.7 to 6.1 million -LRB- male -RRB- , 4.2 to 5.4 million -LRB- female -RRB- erythrocytes : Red blood cells contain the blood 's hemoglobin and distribute oxygen .","4.7 to 6.1 million (male), 4.2 to 5.4 million (female) erythrocytes: Red blood cells contain the blood""s hemoglobin and distribute oxygen."
Wiki1k:wikipedia:3997:7:1,Mature red blood cells lack a nucleus and organelles in mammals .,Mature red blood cells lack a nucleus and organelles in mammals.
Wiki1k:wikipedia:3997:7:3,"The proportion of blood occupied by red blood cells is referred to as the hematocrit , and is normally about 45 % .","The proportion of blood occupied by red blood cells is referred to as the hematocrit, and is normally about 45%."
Wiki1k:wikipedia:4116:11:1,The details of this process depend on the amount and type of matter in the universe .,The details of this process depend on the amount and type of matter in the universe.
Wiki1k:wikipedia:4116:11:2,"The four possible types of matter are known as cold dark matter , warm dark matter , hot dark matter , and baryonic matter .","The four possible types of matter are known as cold dark matter, warm dark matter, hot dark matter, and baryonic matter."
Wiki1k:wikipedia:4116:11:4,"In an `` extended model '' which includes hot dark matter in the form of neutrinos , then if the `` physical baryon density '' Ωbh2 is estimated at about 0.023 -LRB- this is different from the ` baryon density ' Ωb expressed as a fraction of the total matter/energy density , which as noted above is about 0.046 -RRB- , and the corresponding cold dark matter density Ωch2 is about 0.11 , the corresponding neutrino density Ωvh2 is estimated to be less than 0.0062 .","In an """"extended model"""" which includes hot dark matter in the form of neutrinos, then if the """"physical baryon density"""" Ωbh2 is estimated at about 0.023 (this is different from the "" baryon density"" Ωb expressed as a fraction of the total matter/energy density, which as noted above is about 0.046), and the corresponding cold dark matter density Ωch2 is about 0.11, the corresponding neutrino density Ωvh2 is estimated to be less than 0.0062."
Wiki1k:wikipedia:4116:2:0,American astronomer Edwin Hubble observed that the distances to faraway galaxies were strongly correlated with their redshifts .,American astronomer Edwin Hubble observed that the distances to faraway galaxies were strongly correlated with their redshifts.
Wiki1k:wikipedia:4116:2:1,"This was interpreted to mean that all distant galaxies and clusters are receding away from our vantage point with an apparent velocity proportional to their distance : that is , the farther they are , the faster they move away from us , regardless of direction .","This was interpreted to mean that all distant galaxies and clusters are receding away from our vantage point with an apparent velocity proportional to their distance: that is, the farther they are, the faster they move away from us, regardless of direction."
Wiki1k:wikipedia:4116:2:3,"Since we know that the distance between galaxies increases today , it must mean that in the past galaxies were closer together .","Since we know that the distance between galaxies increases today, it must mean that in the past galaxies were closer together."
Wiki1k:wikipedia:4116:2:4,The continuous expansion of the universe implies that the universe was denser and hotter in the past .,The continuous expansion of the universe implies that the universe was denser and hotter in the past.
Wiki1k:wikipedia:4116:31:2,"This universal expansion was predicted from general relativity by Alexander Friedmann in 1922 and Georges Lemaître in 1927 , well before Hubble made his 1929 analysis and observations , and it remains the cornerstone of the Big Bang theory as developed by Friedmann , Lemaître , Robertson , and Walker .","This universal expansion was predicted from general relativity by Alexander Friedmann in 1922 and Georges Lemaître in 1927, well before Hubble made his 1929 analysis and observations, and it remains the cornerstone of the Big Bang theory as developed by Friedmann, Lemaître, Robertson, and Walker."
Wiki1k:wikipedia:4116:38:0,"In early 2003 the first results of the Wilkinson Microwave Anisotropy Probe -LRB- WMAP -RRB- were released , yielding what were at the time the most accurate values for some of the cosmological parameters .","In early 2003 the first results of the Wilkinson Microwave Anisotropy Probe (WMAP) were released, yielding what were at the time the most accurate values for some of the cosmological parameters."
Wiki1k:wikipedia:4116:49:0,"During the 1970s and 80s , various observations showed that there is not sufficient visible matter in the universe to account for the apparent strength of gravitational forces within and between galaxies .","During the 1970s and 80s, various observations showed that there is not sufficient visible matter in the universe to account for the apparent strength of gravitational forces within and between galaxies."
Wiki1k:wikipedia:4116:49:1,This led to the idea that up to 90 % of the matter in the universe is dark matter that does not emit light or interact with normal baryonic matter .,This led to the idea that up to 90% of the matter in the universe is dark matter that does not emit light or interact with normal baryonic matter.
Wiki1k:wikipedia:4116:49:3,"In particular , the universe today is far more lumpy and contains far less deuterium than can be accounted for without dark matter .","In particular, the universe today is far more lumpy and contains far less deuterium than can be accounted for without dark matter."
Wiki1k:wikipedia:4116:4:1,"Though simple atomic nuclei formed within the first three minutes after the Big Bang , thousands of years passed before the first electrically neutral atoms formed .","Though simple atomic nuclei formed within the first three minutes after the Big Bang, thousands of years passed before the first electrically neutral atoms formed."
Wiki1k:wikipedia:4116:4:2,"The majority of atoms produced by the Big Bang were hydrogen , along with helium and traces of lithium .","The majority of atoms produced by the Big Bang were hydrogen, along with helium and traces of lithium."
Wiki1k:wikipedia:4116:4:3,"Giant clouds of these primordial elements later coalesced through gravity to form stars and galaxies , and the heavier elements were synthesized either within stars or during supernovae .","Giant clouds of these primordial elements later coalesced through gravity to form stars and galaxies, and the heavier elements were synthesized either within stars or during supernovae."
Wiki1k:wikipedia:42261:19:1,The process is known as fertigation .,The process is known as fertigation.
Wiki1k:wikipedia:42261:22:0,Sprinklers can also be mounted on moving platforms connected to the water source by a hose .,Sprinklers can also be mounted on moving platforms connected to the water source by a hose.
Wiki1k:wikipedia:42261:22:3,"As the tubing is wound on the drum powered by the irrigation water or a small gas engine , the sprinkler is pulled across the field .","As the tubing is wound on the drum powered by the irrigation water or a small gas engine, the sprinkler is pulled across the field."
Wiki1k:wikipedia:42261:22:4,When the sprinkler arrives back at the reel the system shuts off .,When the sprinkler arrives back at the reel the system shuts off.
Wiki1k:wikipedia:42261:22:5,"This type of system is known to most people as a `` waterreel '' traveling irrigation sprinkler and they are used extensively for dust suppression , irrigation , and land application of waste water .","This type of system is known to most people as a """"waterreel"""" traveling irrigation sprinkler and they are used extensively for dust suppression, irrigation, and land application of waste water."
Wiki1k:wikipedia:42538288:20:1,"In 1948 North Korea attempted to make the script perfectly morphophonemic through the addition of new letters , and in 1953 Syngman Rhee in South Korea attempted to simplify the orthography by returning to the colonial orthography of 1921 , but both reforms were abandoned after only a few years .","In 1948 North Korea attempted to make the script perfectly morphophonemic through the addition of new letters, and in 1953 Syngman Rhee in South Korea attempted to simplify the orthography by returning to the colonial orthography of 1921, but both reforms were abandoned after only a few years."
Wiki1k:wikipedia:42538288:26:1,"These are also counted as separate letters of the alphabet , as the aspirating stroke is not a letter on its own .","These are also counted as separate letters of the alphabet, as the aspirating stroke is not a letter on its own."
Wiki1k:wikipedia:42538288:53:1,The 古篆 has never been identified .,The 古篆 has never been identified.
Wiki1k:wikipedia:42538288:53:3,"However , Ledyard believes 古 gǔ may be a pun on 蒙古 Měnggǔ `` Mongol '' , and that 古篆 is an abbreviation of 蒙古篆字 `` Mongol Seal Script '' , that is , the formal variant of the ` Phags-pa alphabet written to look like the Chinese seal script .","However, Ledyard believes 古 gǔ may be a pun on 蒙古 Měnggǔ """"Mongol"""", and that 古篆 is an abbreviation of 蒙古篆字 """"Mongol Seal Script"""", that is, the formal variant of the "" Phags-pa alphabet written to look like the Chinese seal script."
Wiki1k:wikipedia:42538288:53:4,"There were ` Phags-pa manuscripts in the Korean palace library , including some in the seal-script form , and several of Sejong 's ministers knew the script well .","There were "" Phags-pa manuscripts in the Korean palace library, including some in the seal-script form, and several of Sejong""s ministers knew the script well."
Wiki1k:wikipedia:42538288:60:0,"In the Southern order , double letters are placed immediately after their single counterparts .","In the Southern order, double letters are placed immediately after their single counterparts."
Wiki1k:wikipedia:42538288:60:1,No distinction is made between silent and nasal ㅇ :,No distinction is made between silent and nasal ㅇ:
Wiki1k:wikipedia:42538288:76:1,"The alveolar letters had longer left stems , while retroflexes had longer right stems :","The alveolar letters had longer left stems, while retroflexes had longer right stems:"
Wiki1k:wikipedia:43449:11:1,"By the end of the Hongwu reign , the essentials of a policy toward the Jurchens had taken shape .","By the end of the Hongwu reign, the essentials of a policy toward the Jurchens had taken shape."
Wiki1k:wikipedia:43449:11:3,"The Ming had created many guards -LRB- 衛 , wei -RRB- in Manchuria , but the creation of a guard did not necessarily imply political control .","The Ming had created many guards (衛, wei) in Manchuria, but the creation of a guard did not necessarily imply political control."
Wiki1k:wikipedia:43449:11:4,"In 1409 , the Ming dynasty under Yongle Emperor established the Nurgan Regional Military Commission on the banks of the Amur River , and Yishiha , a eunuch of Haixi Jurchen derivation , was ordered to lead an expedition to the mouth of the Amur to pacify the Wild Jurchens .","In 1409, the Ming dynasty under Yongle Emperor established the Nurgan Regional Military Commission on the banks of the Amur River, and Yishiha, a eunuch of Haixi Jurchen derivation, was ordered to lead an expedition to the mouth of the Amur to pacify the Wild Jurchens."
Wiki1k:wikipedia:43449:11:5,"After the death of Yongle Emperor , the Nurgan Regional Military Commission was abolished in 1435 , and the Ming court ceased to have substantial activities there , although the guards continued to exist in Manchuria .","After the death of Yongle Emperor, the Nurgan Regional Military Commission was abolished in 1435, and the Ming court ceased to have substantial activities there, although the guards continued to exist in Manchuria."
Wiki1k:wikipedia:43449:11:6,"By the late Ming period , Ming political presence in Manchuria had waned considerably .","By the late Ming period, Ming political presence in Manchuria had waned considerably."
Wiki1k:wikipedia:43449:23:0,The Hongwu Emperor forbade eunuchs to learn how to read or engage in politics .,The Hongwu Emperor forbade eunuchs to learn how to read or engage in politics.
Wiki1k:wikipedia:43449:23:1,"Whether or not these restrictions were carried out with absolute success in his reign , eunuchs during the Yongle Emperor 's reign and afterwards managed huge imperial workshops , commanded armies , and participated in matters of appointment and promotion of officials .","Whether or not these restrictions were carried out with absolute success in his reign, eunuchs during the Yongle Emperor""s reign and afterwards managed huge imperial workshops, commanded armies, and participated in matters of appointment and promotion of officials."
Wiki1k:wikipedia:43449:23:2,The eunuchs developed their own bureaucracy that was organized parallel to but was not subject to the civil service bureaucracy .,The eunuchs developed their own bureaucracy that was organized parallel to but was not subject to the civil service bureaucracy.
Wiki1k:wikipedia:43449:2:0,The rise of new emperors and new factions diminished such extravagances ; the capture of the Zhengtong Emperor during the 1449 Tumu Crisis ended them completely .,The rise of new emperors and new factions diminished such extravagances; the capture of the Zhengtong Emperor during the 1449 Tumu Crisis ended them completely.
Wiki1k:wikipedia:43449:2:3,"Estimates for the late-Ming population vary from 160 to 200 million , but necessary revenues were squeezed out of smaller and smaller numbers of farmers as more disappeared from the official records or `` donated '' their lands to tax-exempt eunuchs or temples .","Estimates for the late-Ming population vary from 160 to 200 million, but necessary revenues were squeezed out of smaller and smaller numbers of farmers as more disappeared from the official records or """"donated"""" their lands to tax-exempt eunuchs or temples."
Wiki1k:wikipedia:43449:2:4,Haijin laws intended to protect the coasts from `` Japanese '' pirates instead turned many into smugglers and pirates themselves .,"Haijin laws intended to protect the coasts from """"Japanese"""" pirates instead turned many into smugglers and pirates themselves."
Wiki1k:wikipedia:4576465:51:1,Famous examples include William Wordsworth 's I Wandered Lonely as a Cloud and William Blake 's Ah !,"Famous examples include William Wordsworth""s I Wandered Lonely as a Cloud and William Blake""s Ah!"
Wiki1k:wikipedia:47921:126:0,"`` He predestined us to adoption as sons through Jesus Christ to Himself , according to the kind intention of His will . ''","""""He predestined us to adoption as sons through Jesus Christ to Himself, according to the kind intention of His will."""""
Wiki1k:wikipedia:47921:129:1,"As a truly omnipotent and good being , God could create beings with true freedom over God .","As a truly omnipotent and good being, God could create beings with true freedom over God."
