sentence_id,predicate_idx,predicate,sentence
Wiki1k:wikipedia:31880:50:3,2,suggests,"Modern data suggests that the rate of expansion of the Universe is not decreasing, as originally expected, but increasing; if this continues indefinitely, the Universe may eventually reach a Big Rip."
Wiki1k:wikipedia:31880:50:3,13,decreasing,"Modern data suggests that the rate of expansion of the Universe is not decreasing, as originally expected, but increasing; if this continues indefinitely, the Universe may eventually reach a Big Rip."
Wiki1k:wikipedia:31880:50:3,17,expected,"Modern data suggests that the rate of expansion of the Universe is not decreasing, as originally expected, but increasing; if this continues indefinitely, the Universe may eventually reach a Big Rip."
Wiki1k:wikipedia:31880:50:3,20,increasing,"Modern data suggests that the rate of expansion of the Universe is not decreasing, as originally expected, but increasing; if this continues indefinitely, the Universe may eventually reach a Big Rip."
Wiki1k:wikipedia:31880:50:3,24,continues,"Modern data suggests that the rate of expansion of the Universe is not decreasing, as originally expected, but increasing; if this continues indefinitely, the Universe may eventually reach a Big Rip."
Wiki1k:wikipedia:31880:50:3,31,reach,"Modern data suggests that the rate of expansion of the Universe is not decreasing, as originally expected, but increasing; if this continues indefinitely, the Universe may eventually reach a Big Rip."
Wiki1k:wikipedia:31880:50:4,4,appears,"Observationally, the Universe appears to be flat (k = 0), with an overall density that is very close to the critical value between recollapse and eternal expansion."
Wiki1k:wikipedia:31899:21:0,10,advocated,"Groups such as Amnesty International and War Resisters International have advocated for """"The Right to Refuse to Kill"""" to be added to the Universal Declaration."
Wiki1k:wikipedia:31899:21:0,16,Refuse,"Groups such as Amnesty International and War Resisters International have advocated for """"The Right to Refuse to Kill"""" to be added to the Universal Declaration."
Wiki1k:wikipedia:31899:21:0,18,Kill,"Groups such as Amnesty International and War Resisters International have advocated for """"The Right to Refuse to Kill"""" to be added to the Universal Declaration."
Wiki1k:wikipedia:31899:21:0,22,added,"Groups such as Amnesty International and War Resisters International have advocated for """"The Right to Refuse to Kill"""" to be added to the Universal Declaration."
Wiki1k:wikipedia:31899:3:0,3,committed,"When the atrocities committed by Nazi Germany became apparent after the war, the consensus within the world community was that the United Nations Charter did not sufficiently define the rights to which it referred."
Wiki1k:wikipedia:31899:3:0,7,became,"When the atrocities committed by Nazi Germany became apparent after the war, the consensus within the world community was that the United Nations Charter did not sufficiently define the rights to which it referred."
Wiki1k:wikipedia:31899:3:0,28,define,"When the atrocities committed by Nazi Germany became apparent after the war, the consensus within the world community was that the United Nations Charter did not sufficiently define the rights to which it referred."
Wiki1k:wikipedia:31899:3:0,34,referred,"When the atrocities committed by Nazi Germany became apparent after the war, the consensus within the world community was that the United Nations Charter did not sufficiently define the rights to which it referred."
Wiki1k:wikipedia:31899:3:1,4,specified,"A universal declaration that specified the rights of individuals was necessary to give effect to the Charter""s provisions on human rights."
Wiki1k:wikipedia:31899:3:1,12,give,"A universal declaration that specified the rights of individuals was necessary to give effect to the Charter""s provisions on human rights."
Wiki1k:wikipedia:32375:25:1,5,accompanied,"On 4 April 1778 Voltaire accompanied his close friend Benjamin Franklin into La Loge des Neuf Sœurs or Les Neuf Sœurs in Paris, France and became an Entered Apprentice Freemason."
Wiki1k:wikipedia:32375:25:1,26,became,"On 4 April 1778 Voltaire accompanied his close friend Benjamin Franklin into La Loge des Neuf Sœurs or Les Neuf Sœurs in Paris, France and became an Entered Apprentice Freemason."
Wiki1k:wikipedia:32375:25:1,28,Entered,"On 4 April 1778 Voltaire accompanied his close friend Benjamin Franklin into La Loge des Neuf Sœurs or Les Neuf Sœurs in Paris, France and became an Entered Apprentice Freemason."
Wiki1k:wikipedia:32375:25:2,4,urged,"""""Benjamin Franklin...urged Voltaire to become a freemason; and Voltaire agreed, perhaps only to please Franklin."""""
Wiki1k:wikipedia:32375:25:2,7,become,"""""Benjamin Franklin...urged Voltaire to become a freemason; and Voltaire agreed, perhaps only to please Franklin."""""
Wiki1k:wikipedia:32375:25:2,13,agreed,"""""Benjamin Franklin...urged Voltaire to become a freemason; and Voltaire agreed, perhaps only to please Franklin."""""
Wiki1k:wikipedia:32375:25:2,18,please,"""""Benjamin Franklin...urged Voltaire to become a freemason; and Voltaire agreed, perhaps only to please Franklin."""""
Wiki1k:wikipedia:32375:9:0,6,met,"At Brussels, Voltaire and Rousseau met up for a few days, before Voltaire and his mistress continued northwards."
Wiki1k:wikipedia:32375:9:0,18,continued,"At Brussels, Voltaire and Rousseau met up for a few days, before Voltaire and his mistress continued northwards."
Wiki1k:wikipedia:32375:9:3,7,secured,"On his return to France, he secured a second publisher in Rouen, who agreed to publish La Henriade clandestinely."
Wiki1k:wikipedia:32375:9:3,15,agreed,"On his return to France, he secured a second publisher in Rouen, who agreed to publish La Henriade clandestinely."
Wiki1k:wikipedia:32375:9:3,17,publish,"On his return to France, he secured a second publisher in Rouen, who agreed to publish La Henriade clandestinely."
Wiki1k:wikipedia:32375:9:6,1,reworked,"Heavily reworked, it opened at the Comédie-Française in April 1725 to a much-improved reception."
Wiki1k:wikipedia:32375:9:6,4,opened,"Heavily reworked, it opened at the Comédie-Française in April 1725 to a much-improved reception."
Wiki1k:wikipedia:32375:9:7,5,provided,It was among the entertainments provided at the wedding of Louis XV and Marie Leszczyńska in September 1725.
Wiki1k:wikipedia:3267529:26:0,2,include,"Basic practices include sila (ethics), samadhi (meditation, dhyana) and prajna (wisdom), as described in the Noble Eightfold Path."
Wiki1k:wikipedia:3267529:26:0,21,described,"Basic practices include sila (ethics), samadhi (meditation, dhyana) and prajna (wisdom), as described in the Noble Eightfold Path."
Wiki1k:wikipedia:3267529:26:3,6,regarded,The value of textual study is regarded differently in the various Buddhist traditions.
Wiki1k:wikipedia:3267529:30:0,15,asserts,"This Eightfold Path is the fourth of the Buddha""s Four Noble Truths, and asserts the path to the cessation of dukkha (suffering, pain, unsatisfactoriness)."
Wiki1k:wikipedia:3267529:7:1,3,translated,"It can be translated as """"incapable of satisfying,"""" """"the unsatisfactory nature and the general insecurity of all conditioned phenomena""""; """"painful."""""
Wiki1k:wikipedia:3267529:7:1,8,satisfying,"It can be translated as """"incapable of satisfying,"""" """"the unsatisfactory nature and the general insecurity of all conditioned phenomena""""; """"painful."""""
Wiki1k:wikipedia:3267529:7:1,21,conditioned,"It can be translated as """"incapable of satisfying,"""" """"the unsatisfactory nature and the general insecurity of all conditioned phenomena""""; """"painful."""""
Wiki1k:wikipedia:3267529:7:2,4,translated,"Dukkha is most commonly translated as """"suffering,"""" which is an incorrect translation, since it refers not to literal suffering, but to the ultimately unsatisfactory nature of temporary states and things, including pleasant but temporary experiences."
Wiki1k:wikipedia:3267529:7:2,18,refers,"Dukkha is most commonly translated as """"suffering,"""" which is an incorrect translation, since it refers not to literal suffering, but to the ultimately unsatisfactory nature of temporary states and things, including pleasant but temporary experiences."
Wiki1k:wikipedia:3267529:7:2,36,including,"Dukkha is most commonly translated as """"suffering,"""" which is an incorrect translation, since it refers not to literal suffering, but to the ultimately unsatisfactory nature of temporary states and things, including pleasant but temporary experiences."
Wiki1k:wikipedia:32897:22:0,6,collaborated,"Most playwrights of the period typically collaborated with others at some point, and critics agree that Shakespeare did the same, mostly early and late in his career."
Wiki1k:wikipedia:32897:22:0,15,agree,"Most playwrights of the period typically collaborated with others at some point, and critics agree that Shakespeare did the same, mostly early and late in his career."
Wiki1k:wikipedia:32897:22:1,11,plays,"Some attributions, such as Titus Andronicus and the early history plays, remain controversial while The Two Noble Kinsmen and the lost Cardenio have well-attested contemporary documentation."
Wiki1k:wikipedia:32897:22:1,13,remain,"Some attributions, such as Titus Andronicus and the early history plays, remain controversial while The Two Noble Kinsmen and the lost Cardenio have well-attested contemporary documentation."
Wiki1k:wikipedia:32897:22:1,22,lost,"Some attributions, such as Titus Andronicus and the early history plays, remain controversial while The Two Noble Kinsmen and the lost Cardenio have well-attested contemporary documentation."
Wiki1k:wikipedia:32897:50:1,8,came,"Shakespeare""s mother, Mary Arden, certainly came from a pious Catholic family."
Wiki1k:wikipedia:32897:50:4,5,reported,"In 1591, the authorities reported that John Shakespeare had missed church """"for fear of process for debt"""", a common Catholic excuse."
Wiki1k:wikipedia:32897:50:4,10,missed,"In 1591, the authorities reported that John Shakespeare had missed church """"for fear of process for debt"""", a common Catholic excuse."
Wiki1k:wikipedia:32897:50:6,4,noted,"As several scholars have noted, whatever his private views, Shakespeare """"conformed to the official state religion"""", as Park Honan put it."
Wiki1k:wikipedia:32897:50:6,13,conformed,"As several scholars have noted, whatever his private views, Shakespeare """"conformed to the official state religion"""", as Park Honan put it."
Wiki1k:wikipedia:32897:50:6,24,put,"As several scholars have noted, whatever his private views, Shakespeare """"conformed to the official state religion"""", as Park Honan put it."
Wiki1k:wikipedia:32897:50:8,2,argue,"Other authors argue that there is a lack of evidence about Shakespeare""s religious beliefs."
Wiki1k:wikipedia:32897:50:9,1,find,"Scholars find evidence both for and against Shakespeare""s Catholicism, Protestantism, or lack of belief in his plays, but the truth may be impossible to prove."
Wiki1k:wikipedia:32897:50:9,28,prove,"Scholars find evidence both for and against Shakespeare""s Catholicism, Protestantism, or lack of belief in his plays, but the truth may be impossible to prove."
Wiki1k:wikipedia:32917:16:0,10,signed,"With the loss of Powers as distributor, Disney studios signed a contract with Columbia Pictures to distribute the Mickey Mouse cartoons, which became increasingly popular, including internationally."
Wiki1k:wikipedia:32917:16:0,17,distribute,"With the loss of Powers as distributor, Disney studios signed a contract with Columbia Pictures to distribute the Mickey Mouse cartoons, which became increasingly popular, including internationally."
Wiki1k:wikipedia:32917:16:0,24,became,"With the loss of Powers as distributor, Disney studios signed a contract with Columbia Pictures to distribute the Mickey Mouse cartoons, which became increasingly popular, including internationally."
Wiki1k:wikipedia:32917:16:0,28,including,"With the loss of Powers as distributor, Disney studios signed a contract with Columbia Pictures to distribute the Mickey Mouse cartoons, which became increasingly popular, including internationally."
Wiki1k:wikipedia:32917:16:3,8,won,Flowers and Trees was popular with audiences and won the Academy Award for best Short Subject (Cartoon) at the 1932 ceremony.
Wiki1k:wikipedia:32917:16:4,3,nominated,"Disney had been nominated for another film in that category, Mickey""s Orphans, and received an Honorary Award """"for the creation of Mickey Mouse""""."
Wiki1k:wikipedia:32917:16:4,16,received,"Disney had been nominated for another film in that category, Mickey""s Orphans, and received an Honorary Award """"for the creation of Mickey Mouse""""."
Wiki1k:wikipedia:32917:31:1,4,planned,"For PepsiCo, who planned to tribute UNICEF, Disney developed It""s a Small World, a boat ride with audio-animatronic dolls depicting children of the world; Great Moments with Mr. Lincoln contained an animatronic Abraham Lincoln giving excerpts from his speeches; Carousel of Progress promoted the importance of electricity; and Ford""s Magic Skyway portrayed the progress of mankind."
Wiki1k:wikipedia:32917:31:1,10,developed,"For PepsiCo, who planned to tribute UNICEF, Disney developed It""s a Small World, a boat ride with audio-animatronic dolls depicting children of the world; Great Moments with Mr. Lincoln contained an animatronic Abraham Lincoln giving excerpts from his speeches; Carousel of Progress promoted the importance of electricity; and Ford""s Magic Skyway portrayed the progress of mankind."
Wiki1k:wikipedia:32917:31:1,23,depicting,"For PepsiCo, who planned to tribute UNICEF, Disney developed It""s a Small World, a boat ride with audio-animatronic dolls depicting children of the world; Great Moments with Mr. Lincoln contained an animatronic Abraham Lincoln giving excerpts from his speeches; Carousel of Progress promoted the importance of electricity; and Ford""s Magic Skyway portrayed the progress of mankind."
Wiki1k:wikipedia:32917:31:1,34,contained,"For PepsiCo, who planned to tribute UNICEF, Disney developed It""s a Small World, a boat ride with audio-animatronic dolls depicting children of the world; Great Moments with Mr. Lincoln contained an animatronic Abraham Lincoln giving excerpts from his speeches; Carousel of Progress promoted the importance of electricity; and Ford""s Magic Skyway portrayed the progress of mankind."
Wiki1k:wikipedia:32917:31:1,39,giving,"For PepsiCo, who planned to tribute UNICEF, Disney developed It""s a Small World, a boat ride with audio-animatronic dolls depicting children of the world; Great Moments with Mr. Lincoln contained an animatronic Abraham Lincoln giving excerpts from his speeches; Carousel of Progress promoted the importance of electricity; and Ford""s Magic Skyway portrayed the progress of mankind."
Wiki1k:wikipedia:32917:31:1,48,promoted,"For PepsiCo, who planned to tribute UNICEF, Disney developed It""s a Small World, a boat ride with audio-animatronic dolls depicting children of the world; Great Moments with Mr. Lincoln contained an animatronic Abraham Lincoln giving excerpts from his speeches; Carousel of Progress promoted the importance of electricity; and Ford""s Magic Skyway portrayed the progress of mankind."
Wiki1k:wikipedia:32917:31:1,59,portrayed,"For PepsiCo, who planned to tribute UNICEF, Disney developed It""s a Small World, a boat ride with audio-animatronic dolls depicting children of the world; Great Moments with Mr. Lincoln contained an animatronic Abraham Lincoln giving excerpts from his speeches; Carousel of Progress promoted the importance of electricity; and Ford""s Magic Skyway portrayed the progress of mankind."
Wiki1k:wikipedia:32917:31:2,12,re-installed,"Elements of all four exhibits--principally concepts and technology--were re-installed in Disneyland, although It""s a Small World is the ride that most closely resembles the original."
Wiki1k:wikipedia:32917:31:2,28,resembles,"Elements of all four exhibits--principally concepts and technology--were re-installed in Disneyland, although It""s a Small World is the ride that most closely resembles the original."
Wiki1k:wikipedia:32917:47:4,5,flawed,"Tomlinson views their argument as flawed, as """"they simply assume that reading American comics, seeing adverts, watching pictures of the affluent...["" Yankee""] lifestyle has a direct pedagogic effect""""."
Wiki1k:wikipedia:32917:47:4,11,assume,"Tomlinson views their argument as flawed, as """"they simply assume that reading American comics, seeing adverts, watching pictures of the affluent...["" Yankee""] lifestyle has a direct pedagogic effect""""."
Wiki1k:wikipedia:32917:47:4,13,reading,"Tomlinson views their argument as flawed, as """"they simply assume that reading American comics, seeing adverts, watching pictures of the affluent...["" Yankee""] lifestyle has a direct pedagogic effect""""."
Wiki1k:wikipedia:32917:47:4,17,seeing,"Tomlinson views their argument as flawed, as """"they simply assume that reading American comics, seeing adverts, watching pictures of the affluent...["" Yankee""] lifestyle has a direct pedagogic effect""""."
Wiki1k:wikipedia:32917:47:4,20,watching,"Tomlinson views their argument as flawed, as """"they simply assume that reading American comics, seeing adverts, watching pictures of the affluent...["" Yankee""] lifestyle has a direct pedagogic effect""""."
Wiki1k:wikipedia:32917:6:0,4,bought,"In 1917, Elias bought stock in a Chicago jelly producer, the O-Zell Company, and moved back to the city with his family."
Wiki1k:wikipedia:32917:6:0,17,moved,"In 1917, Elias bought stock in a Chicago jelly producer, the O-Zell Company, and moved back to the city with his family."
Wiki1k:wikipedia:32917:6:1,1,enrolled,"Disney enrolled at McKinley High School and became the cartoonist of the school newspaper, drawing patriotic pictures about World War I; he also took night courses at the Chicago Academy of Fine Arts."
Wiki1k:wikipedia:32917:6:1,7,became,"Disney enrolled at McKinley High School and became the cartoonist of the school newspaper, drawing patriotic pictures about World War I; he also took night courses at the Chicago Academy of Fine Arts."
Wiki1k:wikipedia:32917:6:1,15,drawing,"Disney enrolled at McKinley High School and became the cartoonist of the school newspaper, drawing patriotic pictures about World War I; he also took night courses at the Chicago Academy of Fine Arts."
Wiki1k:wikipedia:32917:6:1,25,took,"Disney enrolled at McKinley High School and became the cartoonist of the school newspaper, drawing patriotic pictures about World War I; he also took night courses at the Chicago Academy of Fine Arts."
Wiki1k:wikipedia:32917:6:2,4,attempted,"In mid-1918, Disney attempted to join the United States Army to fight against the Germans, but he was rejected for being too young."
Wiki1k:wikipedia:32917:6:2,6,join,"In mid-1918, Disney attempted to join the United States Army to fight against the Germans, but he was rejected for being too young."
Wiki1k:wikipedia:32917:6:2,12,fight,"In mid-1918, Disney attempted to join the United States Army to fight against the Germans, but he was rejected for being too young."
Wiki1k:wikipedia:32917:6:2,20,rejected,"In mid-1918, Disney attempted to join the United States Army to fight against the Germans, but he was rejected for being too young."
Wiki1k:wikipedia:32917:6:3,1,forging,"After forging the date of birth on his birth certificate, he joined the Red Cross in September 1918 as an ambulance driver."
Wiki1k:wikipedia:32917:6:3,12,joined,"After forging the date of birth on his birth certificate, he joined the Red Cross in September 1918 as an ambulance driver."
Wiki1k:wikipedia:32917:6:6,1,returned,"Disney returned to Kansas City in October 1919, where he worked as an apprentice artist at the Pesmen-Rubin Commercial Art Studio."
Wiki1k:wikipedia:32917:6:6,11,worked,"Disney returned to Kansas City in October 1919, where he worked as an apprentice artist at the Pesmen-Rubin Commercial Art Studio."
Wiki1k:wikipedia:33158:40:1,7,devour,"Hence it is that you murder and devour one another, that you wage wars, and that many among you perish in civil strife."
Wiki1k:wikipedia:33158:40:1,13,wage,"Hence it is that you murder and devour one another, that you wage wars, and that many among you perish in civil strife."
Wiki1k:wikipedia:33158:40:1,21,perish,"Hence it is that you murder and devour one another, that you wage wars, and that many among you perish in civil strife."
Wiki1k:wikipedia:33158:40:2,0,Let,"Let hatred, therefore, depart from among you; let your quarrels end."
Wiki1k:wikipedia:33158:40:2,5,depart,"Let hatred, therefore, depart from among you; let your quarrels end."
Wiki1k:wikipedia:33158:40:2,10,let,"Let hatred, therefore, depart from among you; let your quarrels end."
Wiki1k:wikipedia:33158:40:2,13,end,"Let hatred, therefore, depart from among you; let your quarrels end."
Wiki1k:wikipedia:33158:40:3,0,Enter,"Enter upon the road to the Holy Sepulchre; wrest that land from a wicked race, and subject it to yourselves."
Wiki1k:wikipedia:33158:40:3,9,wrest,"Enter upon the road to the Holy Sepulchre; wrest that land from a wicked race, and subject it to yourselves."
Wiki1k:wikipedia:33158:52:0,10,preventing,"Balance of power theory: States have the goal of preventing a single state from becoming a hegemon, and war is the result of the would-be hegemon""s persistent attempts at power acquisition."
Wiki1k:wikipedia:33158:52:0,15,becoming,"Balance of power theory: States have the goal of preventing a single state from becoming a hegemon, and war is the result of the would-be hegemon""s persistent attempts at power acquisition."
Wiki1k:wikipedia:33183:16:0,2,go,Most girls go through menarche and are then able to become pregnant and bear children.
Wiki1k:wikipedia:33183:16:0,10,become,Most girls go through menarche and are then able to become pregnant and bear children.
Wiki1k:wikipedia:33183:16:1,27,existing,"This generally requires internal fertilization of her eggs with the sperm of a man through sexual intercourse, though artificial insemination or the surgical implantation of an existing embryo is also possible (see reproductive technology)."
Wiki1k:wikipedia:33183:16:1,33,see,"This generally requires internal fertilization of her eggs with the sperm of a man through sexual intercourse, though artificial insemination or the surgical implantation of an existing embryo is also possible (see reproductive technology)."
Wiki1k:wikipedia:33183:44:0,17,reduced,The educational gender gap in Organisation for Economic Co-operation and Development (OECD) countries has been reduced over the last 30 years.
Wiki1k:wikipedia:33183:44:1,9,completed,"Younger women today are far more likely to have completed a tertiary qualification: in 19 of the 30 OECD countries, more than twice as many women aged 25 to 34 have completed tertiary education than have women aged 55 to 64."
Wiki1k:wikipedia:33183:44:1,33,completed,"Younger women today are far more likely to have completed a tertiary qualification: in 19 of the 30 OECD countries, more than twice as many women aged 25 to 34 have completed tertiary education than have women aged 55 to 64."
Wiki1k:wikipedia:33183:44:3,2,tend,15-year-old girls tend to show much higher expectations for their careers than boys of the same age.
Wiki1k:wikipedia:33183:44:3,4,show,15-year-old girls tend to show much higher expectations for their careers than boys of the same age.
Wiki1k:wikipedia:33183:52:0,0,According,"According to Jessica Duchen, a music writer for London""s The Independent, women musicians in classical music are""""... too often judged for their appearances, rather than their talent"""" and they face pressure""""... to look sexy onstage and in photos."""""
Wiki1k:wikipedia:33183:52:0,24,judged,"According to Jessica Duchen, a music writer for London""s The Independent, women musicians in classical music are""""... too often judged for their appearances, rather than their talent"""" and they face pressure""""... to look sexy onstage and in photos."""""
Wiki1k:wikipedia:33183:52:0,36,face,"According to Jessica Duchen, a music writer for London""s The Independent, women musicians in classical music are""""... too often judged for their appearances, rather than their talent"""" and they face pressure""""... to look sexy onstage and in photos."""""
Wiki1k:wikipedia:33183:52:0,41,look,"According to Jessica Duchen, a music writer for London""s The Independent, women musicians in classical music are""""... too often judged for their appearances, rather than their talent"""" and they face pressure""""... to look sexy onstage and in photos."""""
Wiki1k:wikipedia:33183:52:1,1,states,"Duchen states that while"""" [t] here are women musicians who refuse to play on their looks,...the ones who do tend to be more materially successful."""""
Wiki1k:wikipedia:33183:52:1,13,refuse,"Duchen states that while"""" [t] here are women musicians who refuse to play on their looks,...the ones who do tend to be more materially successful."""""
Wiki1k:wikipedia:33183:52:1,15,play,"Duchen states that while"""" [t] here are women musicians who refuse to play on their looks,...the ones who do tend to be more materially successful."""""
Wiki1k:wikipedia:33183:52:1,24,do,"Duchen states that while"""" [t] here are women musicians who refuse to play on their looks,...the ones who do tend to be more materially successful."""""
Wiki1k:wikipedia:33183:52:1,25,tend,"Duchen states that while"""" [t] here are women musicians who refuse to play on their looks,...the ones who do tend to be more materially successful."""""
Wiki1k:wikipedia:37966:16:1,18,rated,"The Tsho Rolpa glacier lake in the Rowaling Valley, in the Dolakha District of Nepal, is rated as the most dangerous."
Wiki1k:wikipedia:37966:21:1,6,used,Plants from the forests have been used for millennia to treat conditions ranging from simple coughs to snake bites.
Wiki1k:wikipedia:37966:21:1,10,treat,Plants from the forests have been used for millennia to treat conditions ranging from simple coughs to snake bites.
Wiki1k:wikipedia:37966:21:1,12,ranging,Plants from the forests have been used for millennia to treat conditions ranging from simple coughs to snake bites.
Wiki1k:wikipedia:37966:21:1,18,bites,Plants from the forests have been used for millennia to treat conditions ranging from simple coughs to snake bites.
Wiki1k:wikipedia:37966:21:3,12,used,"For example, a bark extract from an abies pindrow tree is used to treat coughs and bronchitis."
Wiki1k:wikipedia:37966:21:3,14,treat,"For example, a bark extract from an abies pindrow tree is used to treat coughs and bronchitis."
Wiki1k:wikipedia:37966:21:4,3,paste,Leaf and stem paste from an arachne cordifolia is used for wounds and as an antidote for snake bites.
Wiki1k:wikipedia:37966:21:4,9,used,Leaf and stem paste from an arachne cordifolia is used for wounds and as an antidote for snake bites.
Wiki1k:wikipedia:37966:21:4,18,bites,Leaf and stem paste from an arachne cordifolia is used for wounds and as an antidote for snake bites.
Wiki1k:wikipedia:37966:7:2,4,composed,"Since both plates were composed of low density continental crust, they were thrust faulted and folded into mountain ranges rather than subducting into the mantle along an oceanic trench."
Wiki1k:wikipedia:37966:7:2,13,thrust,"Since both plates were composed of low density continental crust, they were thrust faulted and folded into mountain ranges rather than subducting into the mantle along an oceanic trench."
Wiki1k:wikipedia:37966:7:2,14,faulted,"Since both plates were composed of low density continental crust, they were thrust faulted and folded into mountain ranges rather than subducting into the mantle along an oceanic trench."
Wiki1k:wikipedia:37966:7:2,16,folded,"Since both plates were composed of low density continental crust, they were thrust faulted and folded into mountain ranges rather than subducting into the mantle along an oceanic trench."
Wiki1k:wikipedia:37966:7:2,22,subducting,"Since both plates were composed of low density continental crust, they were thrust faulted and folded into mountain ranges rather than subducting into the mantle along an oceanic trench."
Wiki1k:wikipedia:3997:42:0,6,causes,"Hemophilia is a genetic illness that causes dysfunction in one of the blood""s clotting mechanisms."
Wiki1k:wikipedia:3997:42:1,2,allow,"This can allow otherwise inconsequential wounds to be life-threatening, but more commonly results in hemarthrosis, or bleeding into joint spaces, which can be crippling."
Wiki1k:wikipedia:3997:42:1,13,results,"This can allow otherwise inconsequential wounds to be life-threatening, but more commonly results in hemarthrosis, or bleeding into joint spaces, which can be crippling."
Wiki1k:wikipedia:3997:42:1,18,bleeding,"This can allow otherwise inconsequential wounds to be life-threatening, but more commonly results in hemarthrosis, or bleeding into joint spaces, which can be crippling."
Wiki1k:wikipedia:3997:7:0,20,contain,"4.7 to 6.1 million (male), 4.2 to 5.4 million (female) erythrocytes: Red blood cells contain the blood""s hemoglobin and distribute oxygen."
Wiki1k:wikipedia:3997:7:0,26,distribute,"4.7 to 6.1 million (male), 4.2 to 5.4 million (female) erythrocytes: Red blood cells contain the blood""s hemoglobin and distribute oxygen."
Wiki1k:wikipedia:3997:7:1,4,lack,Mature red blood cells lack a nucleus and organelles in mammals.
Wiki1k:wikipedia:3997:7:3,4,occupied,"The proportion of blood occupied by red blood cells is referred to as the hematocrit, and is normally about 45%."
Wiki1k:wikipedia:3997:7:3,10,referred,"The proportion of blood occupied by red blood cells is referred to as the hematocrit, and is normally about 45%."
Wiki1k:wikipedia:4116:11:1,5,depend,The details of this process depend on the amount and type of matter in the universe.
Wiki1k:wikipedia:4116:11:2,7,known,"The four possible types of matter are known as cold dark matter, warm dark matter, hot dark matter, and baryonic matter."
Wiki1k:wikipedia:4116:11:4,7,includes,"In an """"extended model"""" which includes hot dark matter in the form of neutrinos, then if the """"physical baryon density"""" Ωbh2 is estimated at about 0.023 (this is different from the "" baryon density"" Ωb expressed as a fraction of the total matter/energy density, which as noted above is about 0.046), and the corresponding cold dark matter density Ωch2 is about 0.11, the corresponding neutrino density Ωvh2 is estimated to be less than 0.0062."
Wiki1k:wikipedia:4116:11:4,27,estimated,"In an """"extended model"""" which includes hot dark matter in the form of neutrinos, then if the """"physical baryon density"""" Ωbh2 is estimated at about 0.023 (this is different from the "" baryon density"" Ωb expressed as a fraction of the total matter/energy density, which as noted above is about 0.046), and the corresponding cold dark matter density Ωch2 is about 0.11, the corresponding neutrino density Ωvh2 is estimated to be less than 0.0062."
Wiki1k:wikipedia:4116:11:4,42,expressed,"In an """"extended model"""" which includes hot dark matter in the form of neutrinos, then if the """"physical baryon density"""" Ωbh2 is estimated at about 0.023 (this is different from the "" baryon density"" Ωb expressed as a fraction of the total matter/energy density, which as noted above is about 0.046), and the corresponding cold dark matter density Ωch2 is about 0.11, the corresponding neutrino density Ωvh2 is estimated to be less than 0.0062."
Wiki1k:wikipedia:4116:11:4,54,noted,"In an """"extended model"""" which includes hot dark matter in the form of neutrinos, then if the """"physical baryon density"""" Ωbh2 is estimated at about 0.023 (this is different from the "" baryon density"" Ωb expressed as a fraction of the total matter/energy density, which as noted above is about 0.046), and the corresponding cold dark matter density Ωch2 is about 0.11, the corresponding neutrino density Ωvh2 is estimated to be less than 0.0062."
Wiki1k:wikipedia:4116:11:4,79,estimated,"In an """"extended model"""" which includes hot dark matter in the form of neutrinos, then if the """"physical baryon density"""" Ωbh2 is estimated at about 0.023 (this is different from the "" baryon density"" Ωb expressed as a fraction of the total matter/energy density, which as noted above is about 0.046), and the corresponding cold dark matter density Ωch2 is about 0.11, the corresponding neutrino density Ωvh2 is estimated to be less than 0.0062."
Wiki1k:wikipedia:4116:2:0,4,observed,American astronomer Edwin Hubble observed that the distances to faraway galaxies were strongly correlated with their redshifts.
Wiki1k:wikipedia:4116:2:0,13,correlated,American astronomer Edwin Hubble observed that the distances to faraway galaxies were strongly correlated with their redshifts.
Wiki1k:wikipedia:4116:2:1,2,interpreted,"This was interpreted to mean that all distant galaxies and clusters are receding away from our vantage point with an apparent velocity proportional to their distance: that is, the farther they are, the faster they move away from us, regardless of direction."
Wiki1k:wikipedia:4116:2:1,4,mean,"This was interpreted to mean that all distant galaxies and clusters are receding away from our vantage point with an apparent velocity proportional to their distance: that is, the farther they are, the faster they move away from us, regardless of direction."
Wiki1k:wikipedia:4116:2:1,12,receding,"This was interpreted to mean that all distant galaxies and clusters are receding away from our vantage point with an apparent velocity proportional to their distance: that is, the farther they are, the faster they move away from us, regardless of direction."
Wiki1k:wikipedia:4116:2:1,38,move,"This was interpreted to mean that all distant galaxies and clusters are receding away from our vantage point with an apparent velocity proportional to their distance: that is, the farther they are, the faster they move away from us, regardless of direction."
Wiki1k:wikipedia:4116:2:3,2,know,"Since we know that the distance between galaxies increases today, it must mean that in the past galaxies were closer together."
Wiki1k:wikipedia:4116:2:3,8,increases,"Since we know that the distance between galaxies increases today, it must mean that in the past galaxies were closer together."
Wiki1k:wikipedia:4116:2:3,13,mean,"Since we know that the distance between galaxies increases today, it must mean that in the past galaxies were closer together."
Wiki1k:wikipedia:4116:2:4,6,implies,The continuous expansion of the universe implies that the universe was denser and hotter in the past.
Wiki1k:wikipedia:4116:31:2,4,predicted,"This universal expansion was predicted from general relativity by Alexander Friedmann in 1922 and Georges Lemaître in 1927, well before Hubble made his 1929 analysis and observations, and it remains the cornerstone of the Big Bang theory as developed by Friedmann, Lemaître, Robertson, and Walker."
